score	review
1	Over the past few years, I have purchased Kindle Fires for various family members. The workmanship for those Kindles in abysmal. Two weeks ago, my Kindle Fire HDX shorted itself out. I replaced it with Amazon Fire 10.1. This device does NOT hold a charge for more than three and a half hours. You read that correctly!. I have been using it on a daily basis, each time it needs to be charged, it does a repeat performance. There is absolutely NO way that I will ever purchase any device manufactured by Amazon, ever again. I tell it like it is, if you want terrible device performance, opt for the Amazon product. If you need a reliable device, look at other manufacturers for the options you need.
1	This is unacceptable spend the extra money for a tablet without obtrusive software and advertising
1	Its very cool great picture good sound. Was kind of disappointed that i couldnt make calls but overall great piece of hardwark
1	I don?Ž“t care that you can?Ž“t change the tablet to run like as you wish. It?Ž“s pre installed menu is not something you can change.
1	This is unacceptable spend the extra money for a tablet without obtrusive software and advertising
1	This is my 4th Kindle, and the worst so far. It randomly locks up and require a restart to do anything. I've probably had to do this a dozen times in the last week. It's going back if they'll take it.
1	I'm sure its a great product but there was something wrong with the one I ordered on target.com. My daughter opened it on Christmas morning and was so excited. We went to charge it and it wouldn't turn on. We tried holding the power button down for 40 seconds like the amazon website suggests, nothing, we left it charging for hours and still nothing. Very disappointed.
1	This tablet shut down and never turned back on after a week of purchasing it. I had to return it and they were out of stock for exchange. Annoying.
1	This tablet shut down and never turned back on after a week of purchasing it. I had to return it and they were out of stock for exchange. Annoying.
1	The ads that pop up constantly make us almost unusable for kids.
1	I thought this would be a great gift for a child until I got to the set up. The set up could not be completed unless a credit card number was entered. I refuse to put that type of information in the hands of a child so, I returned it.
